fg,3p,ft,reb,ast,stl,blk,tov,total_points,efficiency
51.5,0.0,61.0,2.8,0.1,0.3,0.8,0.4,128.79999999999998,13.010101010101009
37.5,28.0,72.4,0.9,0.6,0.4,0.1,0.5,118.89999999999999,12.010101010101009
40.0,32.5,72.4,3.5,1.5,0.7,0.3,0.7,174.0,6.770428015564202
47.6,0.0,76.8,2.8,0.3,0.1,0.1,0.5,184.0,19.574468085106382
38.1,17.4,56.3,0.9,1.3,0.2,0.1,0.7,100.80000000000001,12.29268292682927
38.4,25.0,72.4,0.8,1.2,0.2,0.1,0.8,91.0,11.666666666666666
29.5,22.6,89.5,0.3,1.0,0.2,0.0,0.6,75.6,10.08
35.3,30.0,100.0,0.8,0.2,0.1,0.1,0.3,71.3,11.140624999999998
41.5,38.0,75.9,3.2,3.8,0.7,0.1,2.6,844.8000000000001,26.15479876160991
42.8,31.3,76.4,3.6,2.3,0.9,0.3,2.1,705.6,24.000000000000004
40.1,30.6,79.8,3.2,2.8,1.7,0.1,1.9,560.5,19.39446366782007
45.2,33.7,55.1,4.8,2.1,1.2,0.5,1.3,598.5,20.926573426573427
36.6,30.5,78.9,3.5,4.4,0.9,0.3,1.8,798.6,29.36029411764706
44.8,37.9,83.2,2.6,4.1,0.8,0.1,1.6,747.5,29.313725490196077
44.3,41.4,86.8,2.4,2.0,0.7,0.3,1.6,825.0,33.81147540983607
49.3,37.6,77.3,5.1,1.1,1.3,0.4,0.7,505.6,21.066666666666666
31.3,11.1,82.1,1.5,2.1,0.6,0.3,1.3,77.0,5.703703703703703
58.6,0.0,66.5,7.7,0.8,0.7,1.0,1.2,469.2,20.85333333333333
37.2,34.6,68.2,3.5,0.7,1.1,0.5,0.6,303.59999999999997,13.990783410138247
41.2,26.8,69.7,4.7,0.6,0.5,0.5,1.2,580.8000000000001,27.013953488372096
39.9,8.0,76.7,2.0,3.2,0.4,0.1,1.5,181.5,8.94088669950739
39.9,34.7,71.7,4.4,1.0,0.7,0.7,1.1,466.20000000000005,23.90769230769231
39.3,27.6,77.6,1.4,2.0,0.7,0.0,1.6,442.0,22.783505154639176
38.6,36.1,83.3,1.2,1.8,0.5,0.1,1.1,463.59999999999997,24.924731182795696
44.7,15.0,87.2,1.3,3.3,0.7,0.1,1.2,295.8,16.902857142857144
44.6,31.6,63.2,1.8,0.6,0.3,0.3,0.6,166.60000000000002,12.432835820895523
51.3,33.3,72.0,4.0,0.6,0.8,0.3,1.2,358.40000000000003,21.46107784431138
42.9,33.3,72.7,2.2,0.9,0.5,0.1,0.9,424.8,26.71698113207547
47.3,0.0,78.6,4.2,0.8,0.3,0.4,0.5,168.1,11.05921052631579
45.2,0.0,83.9,3.0,0.3,0.2,0.2,0.6,168.0,11.2
50.7,0.0,65.2,3.6,0.3,0.5,0.3,0.5,197.79999999999998,13.364864864864863
42.3,33.9,61.5,3.9,0.3,0.6,0.5,0.5,162.8,11.15068493150685
54.5,0.0,70.7,3.2,0.5,0.7,1.6,0.6,159.5,11.474820143884891
42.1,0.0,55.8,3.3,0.4,0.4,0.5,0.9,205.8,15.244444444444445
39.0,20.0,82.4,1.4,1.6,0.4,0.2,0.9,62.699999999999996,4.898437499999999
37.2,28.9,71.4,1.3,1.4,0.4,0.1,0.9,167.2,13.593495934959348
40.0,28.6,71.2,1.4,2.0,0.4,0.0,0.8,230.4,18.885245901639347
50.8,33.3,75.0,2.6,0.5,0.3,0.4,0.4,216.20000000000002,17.867768595041323
46.7,26.1,81.5,2.4,0.5,0.3,0.2,0.7,210.0,18.421052631578945
32.5,20.0,70.0,0.9,0.9,0.1,0.2,1.0,148.2,13.35135135135135
39.1,37.3,91.7,0.8,0.5,0.1,0.0,0.5,176.0,16.761904761904763
43.2,36.2,40.0,2.4,0.8,0.1,0.1,0.6,114.4,11.555555555555555
42.4,0.0,50.0,2.2,0.2,0.1,0.8,0.3,57.2,5.896907216494846
38.9,37.5,50.0,1.0,1.0,0.4,0.3,0.6,72.8,5.967213114754099
33.3,26.3,59.3,0.8,1.3,0.3,0.0,1.1,127.6,13.291666666666666
38.1,37.8,100.0,0.9,0.9,0.3,0.1,0.6,110.2,12.666666666666668
40.5,18.2,76.8,1.3,0.3,0.3,0.1,0.3,109.2,12.847058823529412
44.6,0.0,66.7,1.6,0.2,0.1,0.4,0.4,115.2,13.879518072289155
50.6,29.2,64.2,12.1,3.8,0.8,0.6,2.7,1845.0,48.55263157894737
40.9,29.6,76.6,4.6,8.3,1.8,0.5,3.8,1131.6,29.936507936507937
49.7,39.3,76.9,6.4,1.9,1.0,0.2,1.3,795.4,25.65806451612903
43.0,16.7,68.7,8.6,2.5,1.1,0.8,3.3,1142.1,40.07368421052631
55.1,0.0,62.2,7.5,1.3,1.2,0.6,1.0,752.0,27.050359712230215
39.7,35.6,69.6,3.0,1.9,0.7,0.7,1.2,711.0,27.137404580152673
57.6,0.0,55.5,7.1,0.6,0.6,1.0,0.7,500.5,20.34552845528455
38.4,25.8,86.9,2.5,2.8,0.9,0.1,2.0,491.4,20.057142857142857
42.5,31.8,80.8,3.9,2.0,0.6,0.2,1.0,561.6,24.417391304347827
42.4,27.6,74.4,2.8,3.6,1.1,0.3,2.4,542.7,23.907488986784145
45.1,41.9,80.8,2.5,1.2,0.3,0.1,1.0,784.0,37.1563981042654
45.3,29.7,76.2,3.7,1.1,1.0,0.4,1.1,475.8,22.985507246376812
51.7,0.0,59.5,5.3,0.5,0.4,0.9,1.0,530.4,26.923857868020303
43.5,44.4,76.7,1.3,1.9,0.4,0.2,0.7,81.0,7.363636363636363
39.4,31.5,77.3,3.3,0.7,0.7,0.3,1.3,453.59999999999997,25.34078212290503
43.7,0.0,65.6,3.1,0.7,0.4,1.5,0.8,237.79999999999998,13.359550561797752
37.4,37.0,76.3,2.6,1.6,0.6,0.1,1.2,318.6,18.416184971098268
48.5,47.3,71.1,1.9,1.1,0.4,0.3,1.0,388.8,23.005917159763317
55.8,0.0,71.4,3.8,0.8,0.3,0.7,0.6,327.59999999999997,19.61676646706587
54.9,0.0,67.3,3.9,0.5,0.5,0.7,0.6,344.5,21.00609756097561
43.3,0.0,56.0,3.0,0.3,0.4,1.2,0.6,258.0,17.79310344827586
38.3,24.2,73.1,2.9,0.6,0.3,0.3,0.3,191.1,14.587786259541984
40.6,36.0,70.6,1.3,0.4,0.3,0.1,0.2,184.79999999999998,16.64864864864865
42.4,37.5,58.9,1.5,1.6,0.3,0.2,0.6,159.6,15.346153846153845
37.4,30.0,57.1,1.1,1.8,0.4,0.1,0.8,98.89999999999999,9.601941747572814
35.7,28.3,78.6,1.7,0.7,0.3,0.2,0.5,159.6,15.959999999999999
66.1,0.0,70.3,2.0,0.5,0.3,0.3,0.4,176.4,18.76595744680851
53.3,0.0,50.0,1.9,0.2,0.3,0.4,0.4,18.0,2.2784810126582276
45.5,41.7,59.1,0.9,1.2,0.1,0.0,1.0,110.2,15.095890410958905
35.6,10.0,53.3,1.0,1.1,0.2,0.1,0.8,50.599999999999994,7.027777777777777
48.5,0.0,73.9,1.0,0.2,0.1,0.2,0.5,82.0,15.769230769230768
45.8,25.5,74.8,5.3,5.8,1.5,0.4,3.0,1447.2,38.90322580645161
46.2,43.7,88.5,4.5,5.9,1.9,0.2,3.0,1400.0,38.674033149171265
37.1,37.4,81.7,3.4,5.7,1.3,0.2,2.4,1271.0,38.987730061349694
27.7,26.2,87.5,1.6,0.5,0.3,0.1,0.4,55.0,5.188679245283019
41.7,35.8,82.6,2.4,4.4,1.0,0.0,2.9,1093.5,37.83737024221453
47.7,40.0,85.1,2.5,5.7,1.0,0.1,2.7,942.4,33.899280575539564
49.4,0.0,64.6,7.5,0.9,0.6,1.3,1.4,738.0,27.434944237918216
45.1,37.4,81.4,2.9,1.6,0.8,0.1,1.0,1058.5,41.34765625
48.3,38.2,82.9,2.3,1.5,0.8,0.2,1.1,770.8000000000001,31.206477732793527
44.2,39.0,75.6,2.6,3.8,1.1,0.3,2.1,584.0,24.132231404958677
40.3,37.5,80.8,3.2,1.8,1.1,0.3,1.4,752.4,32.85589519650655
40.1,31.0,71.5,4.5,2.9,0.6,0.1,1.6,655.2,28.991150442477878
39.3,29.2,85.7,2.0,0.7,0.3,0.3,0.7,68.0,6.8
49.8,25.0,76.3,2.9,0.7,0.6,0.2,0.8,662.1999999999999,30.6574074074074
51.5,41.0,75.7,1.9,3.1,0.7,0.0,1.3,539.5,26.576354679802954
44.1,36.9,77.0,3.0,1.2,0.5,0.1,0.7,658.6,32.766169154228855
45.8,38.9,80.9,1.9,2.0,0.8,0.1,1.0,481.59999999999997,24.824742268041238
55.6,0.0,54.7,6.4,0.8,0.6,0.5,1.4,639.6,35.142857142857146
42.4,39.5,87.1,2.1,1.0,0.3,0.1,1.0,501.59999999999997,27.56043956043956
45.1,19.6,77.7,2.5,0.7,0.4,0.3,1.2,592.0,35.878787878787875
41.8,31.0,72.2,1.6,3.3,0.5,0.1,1.1,380.7,24.248407643312103
41.0,34.5,80.0,1.6,1.9,0.6,0.1,1.1,408.8,26.545454545454547
54.2,34.1,81.1,10.5,2.0,0.7,1.7,2.2,1500.6000000000001,46.893750000000004
49.3,0.0,67.6,3.7,0.4,0.3,0.5,0.6,244.4,18.37593984962406
46.4,30.5,82.1,2.5,0.5,0.4,0.4,0.7,351.9,26.45864661654135
50.2,0.0,75.4,2.8,0.6,0.2,0.6,0.5,270.0,20.610687022900763
53.4,0.0,59.7,4.1,0.4,0.3,0.1,0.4,145.6,11.555555555555555
43.6,35.1,70.0,1.1,0.8,0.5,0.2,1.0,135.0,10.887096774193548
38.8,31.8,79.5,1.6,0.7,0.3,0.1,0.4,282.0,23.5
49.5,0.0,64.6,2.5,0.2,0.4,0.3,0.2,245.7,21.9375
39.6,0.0,62.3,2.1,0.5,0.4,0.1,0.3,205.9,18.383928571428573
66.2,0.0,90.0,2.5,0.0,0.2,0.4,0.3,105.30000000000001,10.125
39.6,21.9,83.7,0.9,1.7,0.5,0.1,0.7,227.20000000000002,22.495049504950497
46.3,28.6,66.7,1.4,0.3,0.4,0.2,0.3,188.1,20.01063829787234
35.4,35.7,71.1,1.0,0.4,0.2,0.2,0.4,132.0,14.347826086956523
35.6,21.1,74.5,1.3,0.3,0.2,0.2,0.3,111.8,13.469879518072288
37.1,40.0,72.2,1.2,0.4,0.1,0.3,0.5,137.70000000000002,18.360000000000003
30.0,16.7,58.3,0.7,1.2,0.3,0.2,0.9,20.4,3.238095238095238
37.2,32.1,60.0,1.1,0.0,0.1,0.1,0.3,43.199999999999996,6.96774193548387
50.8,16.7,68.6,7.0,1.2,0.4,1.1,2.3,927.5,30.916666666666668
39.6,31.3,84.6,0.7,0.5,0.3,0.1,0.6,57.49999999999999,11.057692307692307
43.8,38.4,87.9,3.8,3.2,1.1,0.2,2.8,1517.0,39.921052631578945
47.5,22.2,78.8,3.9,6.3,0.8,0.2,2.5,1360.8,36.77837837837838
45.6,38.9,85.4,2.6,2.8,1.0,0.5,2.1,1255.8000000000002,36.612244897959194
39.8,27.1,81.5,4.9,5.3,1.3,0.2,3.3,1254.6000000000001,38.60307692307693
42.0,36.7,76.7,2.8,4.9,1.9,0.1,2.0,820.0,25.625
53.1,0.0,79.3,8.1,1.0,0.5,1.8,1.8,1066.0,34.950819672131146
49.7,0.0,69.2,7.4,1.1,0.6,0.7,1.8,910.1999999999999,32.39145907473309
43.0,43.9,89.3,1.8,3.5,0.6,0.0,1.6,849.6,32.06037735849057
42.2,27.6,68.4,5.2,1.5,0.9,0.3,1.2,499.20000000000005,17.454545454545457
45.9,10.5,78.9,9.1,1.0,0.4,0.6,1.5,899.1,35.537549407114625
45.0,40.4,83.0,2.3,1.2,1.0,0.2,0.9,646.8000000000001,25.66666666666667
47.2,40.7,77.2,5.4,1.0,0.5,0.5,1.5,1125.9,45.399193548387096
42.3,37.3,69.7,3.1,0.9,0.5,0.5,1.0,607.5,25.3125
47.8,46.7,87.0,3.0,1.2,0.5,0.2,0.8,676.6999999999999,29.94247787610619
56.4,0.0,63.7,7.0,0.5,0.4,1.1,1.4,542.9,25.251162790697673
45.9,34.4,70.7,2.3,1.8,0.8,0.5,1.2,296.8,14.26923076923077
39.3,36.5,84.5,4.7,0.8,0.7,0.3,0.9,488.40000000000003,24.5427135678392
43.8,0.0,66.7,4.6,0.6,0.7,0.7,0.6,425.59999999999997,22.051813471502587
40.3,32.9,78.1,2.1,1.8,0.6,0.3,1.0,438.90000000000003,26.6
50.2,25.0,77.3,3.7,0.4,0.3,0.7,0.6,608.3000000000001,38.018750000000004
49.4,0.0,66.0,3.9,0.3,0.4,1.0,0.8,487.5,32.07236842105263
41.2,32.5,69.1,1.7,2.1,0.7,0.0,1.4,290.7,19.251655629139073
63.3,0.0,38.5,4.5,0.2,0.2,1.1,0.8,227.89999999999998,15.717241379310343
47.1,0.0,66.7,3.5,0.7,0.3,1.1,0.8,497.0,34.513888888888886
39.2,34.6,79.1,0.8,1.7,0.3,0.0,0.9,360.4,26.306569343065693
41.0,35.1,73.7,3.4,3.3,1.2,0.2,2.5,1056.0,37.4468085106383
46.0,25.0,82.3,1.1,1.2,0.3,0.2,0.7,215.60000000000002,16.210526315789476
36.5,25.9,80.6,1.1,1.5,0.3,0.0,1.1,227.89999999999998,18.379032258064512
41.6,34.8,69.9,1.9,0.7,0.3,0.5,0.9,277.3,22.91735537190083
40.6,39.4,64.0,0.7,2.0,0.5,0.0,1.1,168.0,18.064516129032256
50.8,0.0,70.6,2.9,0.4,0.3,0.7,0.5,225.60000000000002,19.118644067796613
38.9,39.5,80.0,2.0,0.5,0.3,0.5,0.4,156.0,14.054054054054054
29.2,22.0,50.0,2.2,0.9,0.3,0.1,0.4,51.300000000000004,4.706422018348624
42.3,34.3,84.0,2.5,2.6,0.6,0.3,2.1,1048.8,37.86281588447653
51.8,0.0,69.1,2.0,0.1,0.2,0.7,0.5,186.0,18.23529411764706
43.0,0.0,68.6,1.7,0.2,0.2,0.1,0.3,96.89999999999999,11.535714285714285
36.5,40.0,85.7,0.9,0.8,0.3,0.0,0.6,88.8,10.829268292682928
43.0,28.8,87.3,4.3,2.4,1.0,0.9,2.9,1624.0,46.936416184971094
42.7,27.6,74.4,4.7,1.5,0.6,0.6,2.0,840.0,29.78723404255319
48.5,32.8,74.1,6.2,1.2,1.0,1.4,0.7,663.0,23.848920863309353
42.9,33.1,74.3,4.5,1.2,0.6,0.5,1.6,1003.3,36.75091575091575
42.8,33.0,73.2,2.6,4.2,0.8,0.0,1.7,498.20000000000005,19.088122605363985
37.5,30.7,78.4,4.2,1.6,0.8,0.2,1.6,591.3,25.597402597402596
38.1,33.2,82.5,3.0,1.3,0.4,0.1,1.1,519.2,21.278688524590166
37.4,19.4,80.0,3.7,1.4,1.0,0.3,1.1,458.2,20.096491228070175
53.9,31.6,73.8,4.2,0.8,1.0,0.1,0.9,606.8,28.895238095238092
48.2,0.0,69.1,5.6,1.1,0.9,0.9,1.2,488.4,23.594202898550723
43.8,30.0,63.0,3.6,0.9,0.4,0.5,0.8,255.5,13.035714285714285
40.1,18.8,81.4,2.3,2.8,0.9,0.1,1.4,433.2,22.8
46.8,22.0,73.7,3.9,1.1,0.8,0.1,0.7,423.4,22.28421052631579
53.8,0.0,60.9,4.4,0.4,0.4,1.4,1.0,408.79999999999995,23.359999999999996
49.8,21.4,72.7,5.5,0.7,0.4,1.4,1.1,618.0,27.105263157894736
61.6,0.0,66.1,4.9,0.5,0.4,0.2,0.6,340.2,20.1301775147929
40.1,20.6,79.2,1.0,2.0,0.5,0.0,1.0,235.20000000000002,15.272727272727273
43.9,40.0,81.5,1.5,0.8,0.5,0.1,1.3,562.5,36.52597402597402
45.5,28.6,65.9,3.0,0.3,0.3,0.7,0.6,342.0,23.424657534246577
48.4,0.0,66.0,3.0,0.4,0.5,0.3,0.9,310.5,22.830882352941178
42.1,27.0,69.2,2.2,1.0,0.4,0.0,1.1,280.0,20.58823529411765
45.9,19.0,65.5,3.2,0.6,0.2,0.6,0.8,333.7,25.47328244274809
41.1,20.8,78.2,1.8,0.7,0.4,0.1,0.5,277.5,21.511627906976745
41.3,33.0,85.7,1.1,1.7,0.3,0.1,0.9,265.2,22.285714285714285
42.6,34.6,79.3,1.0,1.1,0.5,0.0,0.6,118.4,10.295652173913044
53.3,41.7,63.5,2.1,0.7,0.5,0.2,0.6,222.29999999999998,19.848214285714285
47.1,0.0,59.3,2.6,0.3,0.2,0.2,0.5,98.8,9.233644859813085
56.1,0.0,68.2,3.4,0.4,0.3,0.4,0.5,106.6,10.349514563106794
50.5,0.0,56.6,2.8,0.7,0.3,0.3,0.9,262.3,26.23
37.9,16.7,43.8,2.0,0.6,0.3,0.4,0.6,91.0,9.191919191919192
55.4,0.0,67.5,2.6,0.2,0.2,0.6,0.3,152.0,15.353535353535353
40.8,0.0,64.3,1.6,0.3,0.2,0.4,0.5,121.60000000000001,14.305882352941177
42.9,0.0,65.4,0.8,0.2,0.2,0.1,0.1,57.6,13.714285714285714
26.1,23.1,0.0,0.4,0.1,0.0,0.2,0.3,15.400000000000002,4.967741935483872
56.3,0.0,64.8,5.3,0.6,0.7,1.0,0.7,462.0,21.588785046728972
45.6,37.7,83.8,4.4,4.0,1.2,0.2,2.0,957.6,27.05084745762712
37.6,33.7,71.0,2.9,2.1,0.4,0.1,1.7,920.4000000000001,30.88590604026846
42.2,36.4,72.7,4.5,1.3,0.9,0.9,1.8,842.4000000000001,31.200000000000003
41.8,20.7,64.7,3.7,3.8,1.6,0.1,1.8,499.20000000000005,21.242553191489364
43.4,36.8,85.4,2.7,2.8,0.7,0.3,1.9,828.1999999999999,36.16593886462882
50.3,0.0,72.2,5.0,0.4,0.3,1.2,0.7,567.0,25.656108597285066
45.7,28.3,79.6,2.0,0.9,1.1,0.0,1.0,369.6,18.388059701492537
45.2,46.1,66.7,2.1,1.4,0.7,0.5,0.7,343.2,16.112676056338028
53.1,0.0,62.4,5.1,0.6,0.6,0.2,0.9,606.8000000000001,32.44919786096257
45.5,50.0,76.4,5.4,0.5,0.6,0.5,1.2,445.5,23.823529411764707
52.5,33.3,67.3,5.2,0.8,0.8,0.9,1.1,557.6,30.977777777777778
46.4,34.7,60.9,1.9,0.4,0.6,0.3,0.6,442.2,25.413793103448278
39.5,28.2,84.7,2.1,3.3,0.4,0.0,1.8,537.1999999999999,32.361445783132524
42.4,41.9,71.8,1.5,1.2,0.4,0.1,0.7,276.0,16.727272727272727
50.5,18.5,56.7,4.3,0.6,0.8,0.7,0.7,333.20000000000005,21.35897435897436
45.7,28.6,71.2,5.3,1.5,1.3,0.6,0.9,168.2,7.933962264150943
42.2,32.8,71.1,1.7,1.9,0.6,0.1,1.0,316.8,20.980132450331126
38.6,41.4,76.4,1.5,0.9,0.4,0.1,0.9,291.40000000000003,19.298013245033115
38.2,27.7,58.5,2.0,1.6,0.6,0.1,1.1,234.0,15.70469798657718
41.0,38.8,90.0,1.2,0.9,0.3,0.0,0.5,252.0,17.027027027027025
47.5,0.0,60.6,3.7,0.6,0.6,1.1,1.3,374.40000000000003,27.94029850746269
53.8,0.0,66.1,3.1,0.3,0.4,0.6,0.8,259.6,20.28125
41.7,0.0,48.5,2.5,0.3,0.2,0.5,0.5,124.7,10.056451612903226
41.0,33.7,73.0,4.1,1.2,0.5,0.5,0.7,607.5,28.791469194312793
46.9,36.5,55.0,1.8,0.5,0.1,0.2,0.5,179.4,14.826446280991737
52.8,0.0,67.5,1.3,0.4,0.7,0.1,0.4,257.59999999999997,21.289256198347104
36.7,32.1,86.0,1.8,1.0,0.4,0.1,0.6,183.60000000000002,15.827586206896553
50.8,0.0,78.7,2.3,0.2,0.2,0.7,0.4,191.39999999999998,16.643478260869564
44.6,0.0,73.6,3.4,0.2,0.2,0.3,0.8,264.6,23.210526315789476
54.4,0.0,59.7,2.7,0.2,0.2,0.5,0.6,173.6,15.362831858407079
57.9,0.0,54.4,2.9,0.2,0.2,0.3,0.5,256.2,23.29090909090909
43.3,34.6,84.4,0.7,1.3,0.4,0.0,0.4,168.1,16.00952380952381
36.6,35.1,67.6,0.7,1.5,0.4,0.0,0.5,142.79999999999998,14.721649484536082
31.0,28.6,85.0,2.4,0.7,0.5,0.2,0.5,116.0,5.603864734299517
38.1,24.0,73.3,0.9,0.4,0.4,0.1,0.4,117.6,13.835294117647058
55.6,0.0,66.7,1.3,0.2,0.3,0.1,0.4,176.9,21.839506172839506
46.2,11.1,56.1,1.3,0.4,0.3,0.0,0.4,110.0,14.473684210526317
46.2,11.1,56.1,1.3,0.4,0.3,0.0,0.4,110.0,14.473684210526317
56.8,0.0,60.0,1.9,0.1,0.2,0.1,0.8,91.2,12.845070422535212
36.0,33.3,100.0,0.7,0.2,0.1,0.0,0.1,52.5,9.545454545454545
43.0,28.2,84.7,5.1,7.8,2.2,0.1,2.4,1255.8000000000002,34.88333333333334
39.1,35.8,72.5,3.3,5.6,1.3,0.1,2.3,952.0,31.627906976744185
46.3,32.7,70.6,6.4,1.1,0.7,0.8,1.2,1053.0,36.18556701030928
40.3,36.1,69.9,3.3,2.7,1.1,0.1,1.5,704.0,24.359861591695502
42.1,41.6,70.4,2.4,4.5,0.8,0.2,1.8,864.0,30.0
52.7,10.0,68.1,5.0,0.7,0.9,0.4,0.7,346.5,17.23880597014925
44.3,24.5,74.7,4.8,0.8,0.6,0.3,1.1,671.5,27.186234817813766
47.7,33.3,82.5,5.8,0.8,0.5,0.7,1.5,799.5,33.03719008264463
46.2,32.3,77.7,4.9,1.2,0.7,0.8,1.0,585.0,25.884955752212388
48.7,33.3,75.2,4.9,1.0,0.6,0.1,0.9,463.59999999999997,20.51327433628318
40.7,39.7,75.2,2.3,2.0,0.8,0.0,1.6,669.6,31.289719626168228
41.5,38.0,90.0,1.9,1.2,0.4,0.1,1.3,591.6999999999999,29.147783251231523
44.2,26.3,80.0,2.0,2.8,0.5,0.0,1.3,529.3000000000001,26.202970297029708
47.0,34.8,63.4,3.1,4.5,1.2,0.1,1.7,494.09999999999997,24.954545454545453
47.8,33.3,81.2,3.1,0.8,0.5,0.2,1.1,536.0,27.07070707070707
41.5,34.1,71.2,2.1,1.6,0.7,0.2,1.2,333.2,18.408839779005522
39.9,35.7,85.9,2.1,0.6,0.3,0.2,0.7,402.59999999999997,23.005714285714284
45.0,37.2,73.6,1.8,0.8,0.6,0.3,1.1,624.1,36.28488372093024
59.6,0.0,57.7,4.5,0.6,0.5,0.3,0.8,341.7,20.218934911242606
59.6,0.0,57.7,4.5,0.6,0.5,0.3,0.8,341.7,20.218934911242606
41.4,41.4,80.5,1.9,0.9,0.3,0.1,0.9,208.79999999999998,13.29936305732484
39.5,22.5,66.2,1.8,1.6,1.0,0.1,1.4,256.0,16.623376623376622
52.4,0.0,81.0,3.3,0.4,0.2,0.4,1.1,483.0,32.41610738255034
38.0,28.2,78.3,1.3,1.3,0.6,0.1,0.9,250.79999999999998,17.06122448979592
33.7,26.9,73.9,1.7,1.8,0.4,0.3,0.8,84.60000000000001,6.360902255639098
51.0,50.0,78.0,3.3,0.5,0.3,0.4,0.5,200.6,15.671874999999998
45.7,0.0,80.0,2.2,0.2,0.2,0.1,0.6,111.0,9.568965517241379
44.3,0.0,66.1,2.1,0.4,0.2,0.3,0.8,278.79999999999995,26.301886792452827
48.3,0.0,88.2,2.0,0.2,0.3,0.0,0.6,146.2,15.229166666666666
35.8,6.7,50.0,0.8,0.3,0.1,0.1,0.5,70.2,7.389473684210526
39.0,23.5,69.8,1.0,0.9,0.6,0.1,0.7,137.70000000000002,15.131868131868135
36.8,25.0,75.0,1.7,0.7,0.3,0.1,0.4,78.2,8.886363636363637
46.2,44.1,85.7,2.5,3.6,1.0,0.1,1.5,265.6,11.598253275109172
25.0,18.5,94.1,0.7,1.2,0.7,0.1,0.6,70.2,8.06896551724138
45.4,0.0,60.6,2.3,0.3,0.3,0.2,0.4,131.1,15.423529411764704
40.2,0.0,29.6,1.7,0.2,0.1,0.5,0.4,73.60000000000001,10.082191780821919
45.5,0.0,47.8,1.5,0.2,0.2,0.1,0.1,49.5,9.0
44.7,0.0,60.9,10.9,0.9,0.8,1.7,1.7,1102.3,30.963483146067414
49.3,33.1,74.3,5.7,3.0,1.7,0.6,1.7,738.0,22.500000000000004
52.0,0.0,67.1,10.0,0.9,0.9,1.7,2.0,984.0,30.1840490797546
47.0,23.2,82.3,6.0,1.9,0.9,0.4,1.3,808.0,27.205387205387208
45.5,17.4,68.8,6.2,1.7,0.8,1.9,1.8,717.8,25.91335740072202
35.2,35.5,73.1,2.6,4.9,1.0,0.0,1.4,483.8,18.256603773584906
39.4,28.8,68.9,2.0,1.9,0.7,0.1,1.4,782.8000000000001,31.951020408163266
43.2,25.0,67.3,2.7,1.4,0.7,0.3,0.7,397.79999999999995,18.676056338028165
45.5,31.2,68.2,2.4,3.0,1.0,0.0,1.5,687.3,33.69117647058823
42.7,30.8,72.7,5.4,0.8,0.4,0.3,0.9,434.0,24.382022471910112
39.3,24.6,78.9,1.5,3.3,0.5,0.1,1.8,462.4,23.591836734693874
29.1,25.9,62.5,2.7,0.9,0.6,0.1,0.7,92.0,4.791666666666667
53.3,42.4,78.9,3.5,0.6,0.5,0.2,0.5,590.4,31.23809523809524
57.6,0.0,57.1,3.1,0.3,0.4,1.3,1.2,262.3,14.819209039548024
44.2,23.1,69.5,3.0,1.1,0.9,0.2,0.9,472.0,27.283236994219653
53.7,0.0,70.3,4.6,0.4,0.4,0.6,0.8,459.2,27.011764705882353
47.5,38.7,73.7,2.9,0.8,1.0,0.3,1.0,492.8,30.04878048780488
42.9,33.6,75.7,1.3,2.2,1.0,0.3,1.1,433.2,28.129870129870127
41.2,0.0,64.0,3.8,0.9,0.5,0.4,1.4,211.6,13.830065359477123
52.8,0.0,63.0,4.4,0.3,0.3,0.8,0.9,475.7,32.14189189189189
36.2,30.4,77.8,1.4,0.7,0.6,0.0,0.4,92.5,6.514084507042254
37.2,35.3,66.7,1.8,0.5,0.4,0.3,0.8,340.0,25.563909774436087
42.9,33.3,70.1,1.4,1.7,0.6,0.1,0.9,217.0,16.692307692307693
40.4,33.3,43.6,2.9,0.6,0.4,0.3,0.8,274.7,21.13076923076923
42.6,35.8,70.4,1.7,1.4,0.5,0.2,0.6,175.5,13.5
36.3,26.9,73.7,1.1,1.8,0.5,0.0,0.7,117.8,9.275590551181102
33.6,24.5,62.5,0.9,1.4,0.4,0.0,0.7,111.60000000000001,9.3
39.4,22.0,78.0,1.9,2.3,0.7,0.1,1.1,425.59999999999997,25.638554216867465
38.9,27.3,68.8,1.4,1.0,0.6,0.1,0.7,125.39999999999999,10.999999999999998
60.0,0.0,33.3,3.4,0.4,0.4,0.4,0.6,26.4,2.490566037735849
38.5,20.0,65.5,1.3,0.5,0.4,0.1,0.5,130.5,12.92079207920792
41.7,29.0,75.4,5.5,5.9,1.6,0.7,3.5,1651.1,41.8
42.6,32.2,77.7,6.1,2.8,1.2,0.5,3.0,1722.0,47.178082191780824
38.6,39.0,80.4,3.4,6.8,1.3,0.3,2.7,912.0,25.617977528089888
46.5,30.2,74.7,4.0,4.5,1.4,0.6,3.2,988.1999999999999,28.31518624641834
45.9,35.7,70.1,7.4,1.0,0.8,1.4,1.4,862.5,25.746268656716417
40.0,30.5,78.6,3.8,1.5,1.0,0.2,1.6,672.0,23.013698630136986
38.4,23.8,81.6,3.2,6.5,1.1,0.1,2.5,390.5,14.57089552238806
40.3,35.8,63.1,4.3,1.3,0.6,0.1,1.0,496.4,20.261224489795918
45.9,0.0,76.5,6.3,0.7,0.4,0.3,1.0,547.5,22.90794979079498
43.0,30.3,70.3,5.5,1.4,1.0,0.8,1.0,576.1999999999999,24.31223628691983
